,recipe_id,ingredient_name,ingredient_amount,ingredient_unit,ingredient_remainder
2,158,salt,0.5,inch,
3,158,eggs,2.0,,
4,158,bean sprouts,1.0,cup,(fresh)
5,158,sliced green onions,0.3333333333333333,cup,
6,158,white onion,0.25,cup,(sliced)
7,158,cilantro,0.3333333333333333,cup,(roughly chopped)
8,158,peanuts,,,(optional:)
9,158,ketchup,0.25,cup,
10,158,fish sauce,2.0,Tbsp.,(found in the Asian section at most grocery stores)
11,158,sugar,2.0,Tbsp.,
12,158,minced garlic,1.0,tsp.,
13,158,peanut butter,1.0,tsp.,
14,158,lime,1.0,,
15,158,crushed red pepper flakes,0.5,tsp.,
16,158,soy sauce,1.0,tsp.,
0,159,meat,0.75,lb.,"(your choice, such as chicken, pork, beef, or a combination cut into 2 inch strips)"
1,159,extra firm tofu,4.0,oz.,(cut into 1.5 inch strips)
2,159,large shrimp,8.0,,"(cleaned, with Tails)"
3,159,rice noodles,8.0,oz.,"(Medium, #10 Thai)"
4,159,grapeseed oil,0.25,cup,(or Vegetable or Peanut Oil)
5,159,scallions,3.0,,(tops separated from white/greenish roots)
6,159,garlic,1.5,tsp.,"(Fresh, minced)"
7,159,eggs,2.0,,
8,159,chicken stock,1.5,cups,(/Broth)
9,159,tamarind paste,3.0,Tbsp.,
10,159,brown sugar,0.3333333333333333,cup,(packed)
11,159,fish sauce,2.0,Tbsp.,
12,159,lime juice,1.0,Tbsp.,(Freshly Squeezed)
13,159,tomato paste,1.0,Tbsp.,(single strength)
14,159,chili paste,1.0,tsp.,(Sambal Oelek)
15,159,medium carrot,1.0,,(shaved into ribbonss)
16,159,bean sprouts,1.0,cup,
17,159,cilantro leaves,0.5,cup,"(Fresh, chopped)"
18,159,unsalted roasted peanuts,0.5,cup,(crushed)
19,159,lime,1.0,,(cut into wedges)
0,160,rice noodles,300.0,grams,
1,160,red pepper,1.0,,(sliced)
2,160,broccoli florets,1.0,cup,
3,160,bean sprouts,1.0,cup,
4,160,carrots,2.0,,(sliced)
5,160,green onions,1.0,cup,(sliced)
6,160,red onion,0.5,,(sliced)
7,160,garlic,2.0,cloves,
8,160,peanut oil,1.0,Tbsp.,(or any other oil)
9,160,tofu,0.5,pkg.,(optional)
10,160,ginger,1.0,Tbsp.,(diced)
11,160,peanut butter,2.0,Tbsp.,
12,160,soy sauce,4.0,Tbsp.,
13,160,limes,2.0,,
14,160,agave syrup,2.0,Tbsp.,
15,160,warm water,0.75,cup,
16,160,Sriracha sauce,,,(to taste)
17,160,peanuts,,,(crushed)
18,160,green onion,,,(sliced)
